SE-00002067,PR-00000431,Sesame Lane Child Care Centre North Lakes Centre 1,Sesame Lane Pty Ltd,Cnr Gardenia Pde and Discovery Drive  ,NORTH LAKES,QLD,4509,3491 9466,3886 5419,northlakes@sesamelane.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. An approved alternative solution relating to Performance Criteria P5 Toilet facilities and P7 Sluicing facilities within SP 5.4 Child Care Centres of the Queensland Development Code (with a publication date of 23 November 2005) applies to this service. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)). This service is approved to provide education and care to children from birth up to and including school children.,115,25/09/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-40001374,PR-00000702,St Benedict's Kindergarten,The Corporation of the Trustees of the Roman Catholic Archdiocese of Brisbane Operating Through Centacare Child Care Services ,St Benedict's Primary School  22 St Benedicts Cl,MANGO HILL,QLD,4509,733676300,,mangohillkindy@bne.centacare.net.au, This service is approved to provide education and care to children from 36 Months to Preschool. The service approval issued is subject to the following: that the service has 3 educators present at the premise and working with children at all times education and care is being provided The service approval issued is subject to the following: It is a requirement that the Approved Provider must hold a current and valid certificate of classification for the premise nominated on this service approval,22,19/03/18,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00002097,PR-00000702,St Benedict's OSHC,The Corporation of the Trustees of the Roman Catholic Archdiocese of Brisbane Operating Through Centacare Child Care Services ,Anzac Avenue and Kinsella Road  ,MANGO HILL,QLD,4509,3293 4507,3481 4699,mangohilloshc@bne.centacare.net.au, This service is approved to provide education and care to children from over preschool age including school children.,105,2/07/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001810,PR-00000693,The Lakes College - After & Before College Care,The Uniting Church in Australia Property Trust (Q.),2 College Street    ,NORTH LAKES,QLD,4509,07 3491 5512,07 3491 5599,ahardy@thelakes.qld.edu.au, An approved alternative solution relating to Performance Criteria P16 Electrical Safety Precautions within SP5.4 Child Care Centres of the Queensland Development Code (with a publication date of 1 November 2004) applies to this service. This service is approved to provide education and care to children from over preschool age including school children.,100,30/04/15,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00001935,PR-00000927,Bambini Early Childhood Development - Caboolture,Gabrielle Giufre,300 Walkers Road   ,UPPER CABOOLTURE,QLD,4510,5428 3939,07 5428 3979,caboolture@bambiniecd.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:30pm to 2:30pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)). This service is approved to provide education and care to children from birth up to and including school children.,75,20/09/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000554,PR-00000081,Bellmere Early Education Centre and Pre-School,Queensland Child Care Service  Pty Ltd ATF the Queensland Child Care Service Trust No.2,184 Bellmere Rd  ,Bellmere,QLD,4510,07 5498 3737,5428 0137,bellmere@qccs.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide education and care to children from children from 15 months up to and including school children This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,28/09/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00002316,PR-00008029,C&K Beachmere Community Kindergarten,The Creche and Kindergarten Association Limited,22 James Road  ,BEACHMERE,QLD,4510,07 5496 8562,07 5429 0534,beachmere@candk.asn.au, This service is approved to provide education and care to children from 36 months up to and including over preschool age not including school children.,24,25/01/15,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-00001538,PR-00008029,C&K Caboolture Community Kindergarten  And Preschool,The Creche and Kindergarten Association Limited,2 Walter Street  ,CABOOLTURE,QLD,4510,07 5499 1588,,caboolture@candk.asn.au, This service is approved to provide education and care to children from 36 months up to and including over preschool age not including school children.,25,20/11/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000265,PR-00008029,C&K Caboolture Tafe Community Child Care Centre,The Creche and Kindergarten Association Limited,54 Bradman Street  ,CABOOLTURE,QLD,4510,07 5498 3542,5498 9539,cabtafe@candk.asn.au, This service is approved to provide education and care to children from birth up to and including over preschool age not including school children.,58,10/04/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001306,PR-00000060,Caboolture Apex Kindergarten and Pre School,Caboolture Apex Kindergarten & Preschool Association Inc,16 Newman St  ,CABOOLTURE,QLD,4510,07 5495 1400,5495 3791,cabapex@gmail.com, This service is approved to provide education and care to children from 36 months up to and including over preschool age not including school children.,25,4/06/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001647,PR-00000081,Caboolture Central Early Education Centre & Pre School,Queensland Child Care Service  Pty Ltd ATF the Queensland Child Care Service Trust No.2,19-21 George Street   ,CABOOLTURE,QLD,4510,5428 3831,5428 3825,cabcentral@qccs.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)). This service is approved to provide education and care to children from birth up to and including school children.,92,9/07/15,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00000314,PR-00001068,Caboolture Christian Children's Centre,Caboolture Christian Child Care Pty Ltd,11-13 Warner Street  ,CABOOLTURE,QLD,4510,07 5499 3466,5499 3403,director@cabooltureccc.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)). This service is approved to provide education and care to children from birth up to and including school children.,75,6/10/13,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-40000421,PR-40000063,Caboolture Montessori School,Moreton Bay Montessori Association,Harmony Montessori School  200 Old Gympie Rd,CABOOLTURE,QLD,4510,07 5495 5877,07 5499 3927,principal@cms.qld.edu.au, At all times that education and care is being provided under this service approval the educator to child ratios under Regulation 123(1) is applied to all children sharing the premise including the children being educated and cared for under this service approval and any other children using the premise. At all times that education and care is being provided under this service approval there must not be less than 3.25m2 of indoor play space and 7m2 of outdoor play space per child attending the premise with the total number of children at the premise not to exceed 44 including the children being educated and care for under this service approval and any other children using the premise.,30,31/01/17,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
