SE-00001895,PR-00000697,St Stephen's Lutheran Kindergarten,Lutheran Church of Australia Queensland District,803 Glenlyon Road South  ,GLADSTONE,QLD,4680,07 4979 2643,07 4979 3033,ststephens.kgt@qlecs.org.au,,24,2/09/11,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001626,PR-00000703,St. George Community Early Childhood Centre,Churches of Christ In Queensland Churches of Christ Care,40 Kenny Lane  ,ST GEORGE,QLD,4487,46251830,,stgeorgececc@cofcqld.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,59,25/08/11,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-40000631,PR-40000259,Tagai State College- Badu Campus Pre-Prep Program,State of Queensland (Acting through Department Education Training and Employment),Nona Street  ,BADU ISLAND,QLD,4875,07 4069 4125,,kahma2@eq.edu.au,,22,23/04/13,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-40001335,PR-40000259,Tagai State College Dauan Island PrePrep Program,State of Queensland (Acting through Department Education Training and Employment),Main Road Dauan Island  ,Dauan Island,QLD,4875,740694107,740694318,elarr1@eq.edu.au,,16,3/02/14,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-40000633,PR-40000259,Tagai State College- Horn Island Campus Pre-Prep Program,State of Queensland (Acting through Department Education Training and Employment),Nawie Street  ,HORN ISLAND,QLD,4875,07 4069 0111,07 4069 2116,jtuck71@eq.edu.au,,20,23/04/13,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-40000636,PR-40000259,Tagai State College- Kubin Campus Pre-Prep Program,State of Queensland (Acting through Department Education Training and Employment),Tagai State College- Kubin Campus  ,Kubin Village,QLD,4875,40694140,40694319,the.principal@kubinss.eq.edu.au,,6,3/02/14,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS
SE-40001092,PR-40000259,Tagai State College -Mabuiag Island Campus Pre-Prep Program,State of Queensland (Acting through Department Education Training and Employment),75 School St  ,MABUIAG ISLAND,QLD,4875,740694198,740694263,the.principal@mabuislass.eq.edu.au,,20,6/12/13,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-40000637,PR-40000259,Tagai State College- Mer Island Campus Pre-Prep Program,State of Queensland (Acting through Department Education Training and Employment),School Road  ,MURRAY ISLAND,QLD,4875,42148333,40694320,admin@merss.eq.edu.au,,27,3/10/13,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS
SE-40000642,PR-40000259,Tagai State College- St Pauls Campus Pre-Prep Program,State of Queensland (Acting through Department Education Training and Employment),Lot 10 St Pauls Community  ,Moa Island,QLD,4875,40694197,40694323,rgane6@eq.edu.au,,10,31/01/14,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS
SE-40000649,PR-40000259,Tagai State College- Warraber Island Campus Pre-Prep Program,State of Queensland (Acting through Department Education Training and Employment),Yessie Street  C/- Warraber Island Campus,WARRABER ISLAND,QLD,4875,07 4069 4102,07 4069 4292,the.principal@warrislass.eq.edu.au,,24,23/04/13,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-40001091,PR-40000259,Tagai State College -Yam Island Campus Pre-Prep Program,State of Queensland (Acting through Department Education Training and Employment),Kebisu Street  Yam Island Campus,Yam Island,QLD,4875,07 4069 4215,07 4069 4310,the.principal@yamislass.eq.edu.au,,24,30/10/13,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS
SE-00002005,PR-00000081,The Prince Charles Hospital Early Education Centre ,Queensland Child Care Service  Pty Ltd ATF the Queensland Child Care Service Trust No.2,The Prince Charles Hospital Grounds  Hamilton Road,CHERMSIDE,QLD,4032,07 3359 6082,07 3861 4014,princecharles@qccs.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide education and care to children from birth up to and including school children.,150,10/04/10,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-40000645,PR-40000259,Thursday Island Primary Campus Pre-Prep Program,State of Queensland (Acting through Department Education Training and Employment),2 Summer Street  ,THURSDAY ISLAND,QLD,4875,07 4069 2279,07 4069 1950,the.principal@thurislass.eq.edu.au,,30,26/07/13,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS
SE-40000646,PR-40000259,Thursday Island Primary Campus Pre-Prep Program- Kaziw Mudh,State of Queensland (Acting through Department Education Training and Employment),CNR Hargrave and Milman Streets  ,THURSDAY ISLAND,QLD,4875,07 4069 1249,07 4069 1950,the.principal@thurislass.eq.edu.au,,29,23/04/13,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS
SE-40000648,PR-40000259,Thursday Island Primary Campus Pre-Prep Program- Tamwoy,State of Queensland (Acting through Department Education Training and Employment),CNR Orlandi Street and Aplin Road  ,THURSDAY ISLAND,QLD,4875,07 4069 1791,07 4069 1950,the.principal@thurislass.eq.edu.au,,27,23/04/13,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00000833,PR-00000526,Townsville & Regions Family Day Care,Family Day Care Association Queensland Inc,265 Ross River Road  ,AITKENVALE,QLD,4814,47282333,47281155,trfdc@fdcaq.com.au,,0,6/09/11,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000154,PR-00000697,Trinity Child Care Centre,Lutheran Church of Australia Queensland District,3 Carey Lane  ,SOUTHPORT,QLD,4215,07 5531 3019,5531 3018,trinity.ccc@qlecs.org.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,65,30/03/11,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001492,PR-00000697,Trinity Kindergarten,Lutheran Church of Australia Queensland District,165 Queen Street  ,SOUTHPORT,QLD,4215,07 5532 1772,,trinityk@bigpond.net.au,,25,23/05/10,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-40000176,PR-00000697,Trinity Lutheran College Early Learning Centre,Lutheran Church of Australia Queensland District,Trinity Lutheran Prim School  251 Cotlew St,ASHMORE,QLD,4214,755568336,,susan.shaw@tlc.qld.edu.au,,72,24/01/13,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000937,PR-00000697,Trinity Lutheran College OSHC,Lutheran Church of Australia Queensland District,251 Cotlew Street   ,ASHMORE,QLD,4214,55568325,07 5539 4525,maree.pooler@tlc.qld.edu.au,,75,20/04/10,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000811,PR-00000526,Tropical North Family Day Care Scheme,Family Day Care Association Queensland Inc,Jack Street  ,MOSSMAN,QLD,4873,07 4098 1831,4098 1831,tropicalnorth@fdcaq.com.au,,0,6/09/11,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000845,PR-00000703,Warrawee Family Day Care Scheme,Churches of Christ In Queensland Churches of Christ Care,Alfred Street  ,ST GEORGE,QLD,4487,07 4620 2050,07 4625 3041,warraweefdc@cofcqld.com.au,,0,3/08/11,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS
SE-00000836,PR-00000526,Warwick and District Family Day Care,Family Day Care Association Queensland Inc,8 Palmerin Street  ,WARWICK,QLD,4370,07 4661 1336,07 4661 4915,brisbanefdc@fdcaq.com.au, The service is approved to provide education and care to children from birth to school age including school age children.,0,20/06/11,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS
SE-00002038,PR-00000703,Westside Christian College Kindergarten Managed byChurches of Christ Care,Churches of Christ In Queensland Churches of Christ Care,65 Stuart Street  ,GOODNA,QLD,4300,33271600,38789879,care@cofcqld.com.au,,24,21/05/10,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS
SE-00001558,PR-40000066,Where It Begins Early Learning Centre,Lakota (Queensland) Pty Ltd,27-29 Smith Road  ,WOODRIDGE,QLD,4114,07 3299 2088,,info@whereitbegins.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide education and care to children from children from 15 months up to and including school children This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,6/08/10,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001656,PR-00000081,Winston Glades Early Education Centre & Preschool,Queensland Child Care Service  Pty Ltd ATF the Queensland Child Care Service Trust No.2,133 Kensington Drive  ,FLINDERS VIEW,QLD,4305,07 3288 9655,07 3801 5144,winstonglades@qccs.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,117,29/08/11,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Working Towards NQS
SE-00000607,PR-00000703,Withcott Early Childhood Centre,Churches of Christ In Queensland Churches of Christ Care,42 Biggs Road  ,WITHCOTT,QLD,4352,07 4630 3722,,withcottecc@cofcqld.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:30pm to 2:30pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,68,30/06/10,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-00001555,PR-00000081,Woodcrest Early Education Centre and Preschool - 1,Queensland Child Care Service  Pty Ltd ATF the Queensland Child Care Service Trust No.2,28 Woodcrest Way  ,SPRINGFIELD,QLD,4300,07 3818 9933,,woodcrest@qccs.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,266,3/04/10,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00002405,PR-00000081,Woodlands Early Education Centre,Queensland Child Care Service  Pty Ltd ATF the Queensland Child Care Service Trust No.2,Cnr Jarvis and High Street   ,WATERFORD WEST,QLD,4133,(07) 3386 1437, ,woodlands@qccs.com.au, This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,85,17/10/11,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-40000654,PR-40000259,Yarrabah State School Pre-Prep Program,State of Queensland (Acting through Department Education Training and Employment),Gribble Street  ,YARRABAH,QLD,4871,07 4059 0666,07 405 60600,scott56@eq.edu.au, 26 Children in Room 127 Children in Room 2,53,23/04/13,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-40000968,PR-40000406,YMCA Aspley Specialist OSHC,Y-Care (South East Queensland) Inc,Aspley Special School  751 Zillmere Rd,ASPLEY,QLD,4034,427157018,,sas@ymca.org.au, The service is approved to provide education and care to children after school only.,20,12/07/13,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
