#
# Source: CA DSS on June 1, 2014
#
"Facility #","Capacity","License Status","Facility Name","Street Address","City","State","Zipcode","Telephone #","Contact","District Office","DO Telephone #"
"343606979","0030","Licensed","B.J. JORDAN CHILD CARE-DRY CREEK","1230 G STREET","RIO LINDA","CA","95673","(916) 679-3468","QUIGLEY COLLEEN P","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"343605727","0032","Licensed","B.J. JORDAN CHILD CARE-NATOMAS PRESCHOOL","2800 STONECREEK","SACRAMENTO","CA","95833","(916) 344-6259","MILLIKEN, CAROL","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"343605276","0024","Licensed","BABCOCK STATE PRESCHOOL","2400 COMORANT","SACRAMENTO","CA","95815","(916) 263-8322","BETTY VON WERLHOF","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"414001969","0054","Licensed","BABE'S PRESCHOOL-PRESCHOOL","1496 ADOBE DRIVE","PACIFICA","CA","94044","(650) 359-2089","FREUTEL, A. & LANCASTER,T.","PENINSULA CHILD CARE (05)","(650) 266-8843"
"192005810","0018","Licensed","BABY GENIUSES EARLY LEARNING CENTER","15328 SOUTH VERMONT","GARDENA","CA","90247","(310) 715-1582","ALICE POOYA","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"384002367","0030","Licensed","BABY LOVE FAMILY CHILD CARE","283 FARALLONES AVENUE","SAN FRANCISCO","CA","94112","(415) 240-5436","METEKA O'NEAL","PENINSULA CHILD CARE (05)","(650) 266-8843"
"434412408","0021","Licensed","BABY WORLD/BABIESNTOTS LLC","1715 GRANT ROAD","LOS ALTOS","CA","94024","(650) 988-8627","ELVIRA MAZON","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"434406720","0024","Licensed","BACHRODT CHILD DEVELOPMENT CENTER","102 SONORA AVENUE","SAN JOSE","CA","95110","(408) 453-0511","IMELDA LLORIN","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"304270541","0067","Licensed","BACK BAY MONTESSORI","398 UNIVERSITY DRIVE","COSTA MESA","CA","92627","(949) 548-3771","PRIYA EDIRIWIRA","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"304270998","0080","Licensed","BADEN POWELL HEAD START","801 SOUTH GAYMONT DRIVE","ANAHEIM","CA","92804","(714) 236-4224","VALERIE RIVERA","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"304370497","0024","Licensed","BADEN POWELL SCHOOL READINESS","2911 WEST STONYBROOK DRIVE","ANAHEIM","CA","92804","(714) 527-2154","CAMPBELL, JEANNINE","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"198000654","0038","Licensed","BAKER HEAD START/PRESCHOOL","12043 EXLINE","EL MONTE","CA","91732","(626) 652-4265","ALMA GONZALEZ","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"370806422","0024","Licensed","BAKER STATE PRESCHOOL","4041 T STREET","SAN DIEGO","CA","92113","(619) 264-4896","KATHLEEN GALLAGHER","MISSION VALLEY (20)","(619) 767-2200"
"364818072","0040","Licensed","BAKER VALLEY UNIFIED SCHOOL DISTRICT","72100 SCHOOL HOUSE LANE","BAKER","CA","92309","(760) 733-4567","TREMBLAY, RONDA","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"150405403","0045","Licensed","BAKERSFIELD ADULT SCHOOL CHILDREN'S CENTER","501 S. MT. VERNON AVENUE","BAKERSFIELD","CA","93307","(661) 832-6642","PHILLEY, K","FRESNO-CC (04)","(559) 243-4588"
"153801159","0030","Licensed","BAKERSFIELD PARENT NURSERY","2080 STINE ROAD #2","BAKERSFIELD","CA","93309","(661) 832-4690","VILLA, CYNTHIA","FRESNO-CC (04)","(559) 243-4588"
"150400032","0050","Licensed","BAKERSFIELD PLAY CENTER, INC","1620 KENTUCKY STREET","BAKERSFIELD","CA","93305","(661) 325-4064","ESPARZA, ANGIE","FRESNO-CC (04)","(559) 243-4588"
"153808746","0045","Licensed","BALAS MONTESSORI","555 S. CHINA LAKE BLVD. #100","RIDGECREST","CA","93555","(760) 375-8261","BALAS, SHANNON M.","FRESNO-CC (04)","(559) 243-4588"
"380505671","0030","Licensed","BALBOA PRESCHOOL","521 BALBOA STREET","SAN FRANCISCO","CA","94118","(415) 668-5877","TAM, CELINE","PENINSULA CHILD CARE (05)","(650) 266-8843"
"370806423","0120","Licensed","BALBOA STATE PRESCHOOL","1844 SOUTH 40TH STREET","SAN DIEGO","CA","92113","(619) 262-0645","FABIOLA BAGULA","MISSION VALLEY (20)","(619) 767-2200"
"198005444","0024","Licensed","BALBOA STATE PRESCHOOL PROGRAM","1844 BEL AIRE DRIVE","GLENDALE","CA","91201","(818) 241-1801","CHRISTINA A. BASTERIS","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"045406282","0012","Licensed","BALD ROCK CHILDRENS CENTER","286 ROCKERFELLER ROAD","BERRY CREEK","CA","95966","(530) 589-9729","FREDENBURG, TED","CHICO-DAY CARE (13)","(530) 895-5033"
"100406903","0022","Licensed","BALDERAS PRESCHOOL","4625 E. FLORENCE","FRESNO","CA","93725","(559) 253-6421","MATHIES, DEANNA","FRESNO-CC (04)","(559) 243-4588"
"372005131","0068","Licensed","BALDERRAMA CHILD DEVELOPMENT CENTER","709 SAN DIEGO ST.","OCEANSIDE","CA","92058","(760) 757-1931","HERNANDEZ, KELLY","MISSION VALLEY (20)","(619) 767-2200"
"376700400","0075","Licensed","BALDWIN ACADEMY","1752 HORNBLEND STREET","SAN DIEGO","CA","92109","(858) 270-5995","SMISER, SUZIE","MISSION VALLEY (20)","(619) 767-2200"
"103801892","0014","Licensed","BALDWIN DAYCARE","3839 N. HUGHES","FRESNO","CA","93705","(559) 225-6580","WARD, VERONICA","FRESNO-CC (04)","(559) 243-4588"
"191590259","0204","Licensed","BALDWIN PARK CHILDREN'S CENTER","13529 FRANCISQUITO","BALDWIN PARK","CA","91706","(818) 337-2711","KEMPER, LAURENCE","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198009646","0045","Licensed","BALDWIN PARK PRESCHOOL ACADEMY","3970 MAINE AVE","BALDWIN PARK","CA","91706","(626) 960-7100","CATALINA MORALES","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198001394","0040","Licensed","BALDWIN PARK U.S.D. - FOSTER SCHOOL","13900 FOSTER AVE","BALDWIN PARK","CA","91706","(626) 962-3311","BEVERLY SANCHEZ","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198014115","0024","Licensed","BALDWIN PARK USD - MARGARET HEATH SCHOOL","14321 SCHOOL STREET","BALDWIN PARK","CA","91706","(626) 962-3311","RUSSHELL MARTINEZ-ORTEGA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198012968","0094","Licensed","BALDWIN PARK USD TRICITIES HEAD START ELIZABETH","4811 E. ELIZABETH STREET","CUDAHY","CA","90201","(626) 962-3311","LAURA CARDENAS","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198012967","0020","Licensed","BALDWIN PARK USD TRICITIES HEAD START MAYWOOD CTR","4801 E. 58TH STREET","MAYWOOD","CA","90270","(626) 962-3311","LAURA CARDENAS","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198012966","0044","Licensed","BALDWIN PARK USD TRICITIES HEAD START SLAUSON","4743 SLAUSON AVENUE","MAYWOOD","CA","90270","(626) 962-3311","EVELYN MCDONOUGH","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198014538","0024","Licensed","BALDWIN PARK USD-CENTRAL ELEMENTARY SCHOOL","14741 CENTRAL AVENUE","BALDWIN PARK","CA","91706","(626) 962-3311","FROILAN MENDOZA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198014537","0024","Licensed","BALDWIN PARK USD-ELWIN ELEMENTARY SCHOOL","13010 EAST WACO STREET","BALDWIN PARK","CA","91706","(626) 962-3311","FROILAN MENDOZA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"364818021","0048","Licensed","BALDY MESA STATE PRESCHOOL","10376 BALDY MESA ROAD","BALDY MESA","CA","92329","(760) 868-6229","KENDRICK, PATRICIA","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"100400033","0025","Licensed","BAMBI'S DAY CARE NURSERY","221 FRESNO STREET","FRESNO","CA","93706","(559) 268-1466","MICHELLE MEYERS","FRESNO-CC (04)","(559) 243-4588"
"384002471","0027","Pending","BAMBINI MONTESSORI SCHOOL","2042 CLEMENT STREET","SAN FRANCISCO","CA","94121","(415) 828-9828","MARY CHAN, DIRECTOR","PENINSULA CHILD CARE (05)","(650) 266-8843"
"073405641","0024","Licensed","BANCROFT PRE-K","2200 PARISH DR.","WALNUT CREEK","CA","94598","(925) 938-4063","BEATTIE","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"045406546","0012","Licensed","BANGOR PARENT COOPERATIVE PRESCHOOL","7549 ORO BANGOR HWY.","BANGOR","CA","95914","(530) 679-2434","ARNOLD, PAUL","CHICO-DAY CARE (13)","(530) 895-5033"
"343603454","0060","Licensed","BANNON CREEK CDC - STATE PRESCHOOL","2775 MILLCREEK DRIVE","SACRAMENTO","CA","95833","(916) 923-2184","WESTMORELAND, ROCHELLE","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"334813497","0108","Licensed","BAPTIST CHRISTIAN PRESCHOOL","40333 ACACIA AVENUE","HEMET","CA","92544","(951) 929-5007","CHRISTINE BLONDON","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"191600443","0210","Licensed","BARBARA AND RAY ALPERT JEWISH COMMUNITY CENTER","3801 EAST WILLOW AVENUE","LONG BEACH","CA","90815","(562) 426-7601","KEILES, LINDA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"393611273","0024","Licensed","BARBARA BROWN @ KENNEDY HEAD START","2800 S. D STREET","STOCKTON","CA","95206","(209) 946-9821","PEREZ, KIM","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"343614194","0018","Licensed","BARBARA COMSTOCK MORSE CHILD DEVELOPMENT CENTER","7000 CRANLEIGH AVE","SACRAMENTO","CA","95823","(916) 682-5160","PEREZ, LUPE, SUPERVISOR","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"070200850","0060","Licensed","BARBARA MILLIFF CENTER, THE","2191 KIRKER PASS ROAD","CONCORD","CA","94521","(925) 671-0777","AZZOLINI, DARCIE","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"197416658","0020","Licensed","BAREFOOT PRESCHOOL","1620 S. BUNDY DRIVE","LOS ANGELES","CA","90025","(310) 256-2136","AVITAL, KAREN","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"191597490","0052","Licensed","BARFIELD/CHILD DEVELOPMENT CENTER","2181 NORTH SAN ANTONIO AVE.","POMONA","CA","91766","(909) 397-4578","EVELYN FLORES","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"376700809","0033","Licensed","BARNARD PRESCHOOL CENTER","2445 FOGG STREET","SAN DIEGO","CA","92109","(858) 273-5244","ANA MENDOZA","MISSION VALLEY (20)","(619) 767-2200"
"393601511","0042","Licensed","BARNETT HOUSE HEAD START","347 E. POPLAR ST.","STOCKTON","CA","95202","(209) 467-1359","BARBASA, LISA","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"198017079","0022","Licensed","BARRETT ELEMENTARY SCHOOL CSPP","419 WEST 98TH STREET","LOS ANGELES","CA","90003","(323) 756-1416","ROBINSON, PRESCIOUS","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"434400473","0024","Licensed","BARRON PARK CHILDRENS CENTER","800 BARRON AVENUE","PALO ALTO","CA","94306","(650) 493-2361","WHALEY, CARA","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"434404909","0024","Licensed","BARRON PARK PRESCHOOL","3650 LA DONNA AVENUE","PALO ALTO","CA","94306","(650) 493-7597","PRICE, CRAIG","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"360900061","0060","Licensed","BARSTOW CHRISTIAN PRESCHOOL","800 YUCCA AVENUE","BARSTOW","CA","92311","(760) 256-3556","HEATHER BLEDSOE","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"191607852","0066","Licensed/Pending Increase","BARTON CHILD DEVELOPMENT CENTER","1100 EAST DEL AMO BLVD.","LONG BEACH","CA","90807","(310) 422-9867","BARBARA JACKSON","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"197416690","0023","Licensed","BARTON HILL ELEMENTARY SCHOOL  CSPP","423 NORTH PACIFIC AVENUR RM.24","SAN PEDRO","CA","90731","(310) 547-2471","MARDESICH, LOUIE","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"364840345","0075","Licensed","BARTON HOUSE PLAYSCHOOL","32 NEVADA STREET","REDLANDS","CA","92373","(909) 335-3191","TVETEN, JANE","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"041304825","0041","Licensed","BARTON'S NURSERY SCHOOL","645 POMONA AVE","OROVILLE","CA","95965","(530) 533-0573","MURRISH, KAREN","CHICO-DAY CARE (13)","(530) 895-5033"
"198000236","0038","Licensed","BASSETT HEAD START/DON JULIAN","13855 DON JULIAN ROAD","LA PUENTE","CA","91746","(626) 931-3000","REBECCA MOLINAR","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198000225","0160","Licensed","BASSETT HEAD START/ERWIN","943 N. SUNKIST AVENUE","LA PUENTE","CA","91746","(626) 931-3161","MARGARITA ESTRADA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"304370135","0048","Licensed","BATHGATE ELEMENTARY","27642 NAPOLI WAY","MISSION VIEJO","CA","92692","(949) 348-0451","BATHGATE ELEMENTARY","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"191800907","0040","Licensed","BAXTER MONTESSORI SCHOOL","2101 ECHO PARK AVENUE","LOS ANGELES","CA","90026","(323) 663-6053","SJAHOLM V E & S","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"013415294","0030","Licensed","BAY AREA CHILD CARE - BRIER/GLANKLER","39201 SUNDALE DRIVE","FREMONT","CA","94538","(510) 657-8392","PARVANEH AZAD","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"013418189","0030","Licensed","BAY AREA CHILD CARE - MILLARD PRESCHOOL","5200 VALPEY PARK","FREMONT","CA","94538","(510) 683-8810","LISA SILVEIRA","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"214005255","0016","Licensed","BAY AREA DISCOVERY MUSEUM","557 MCREYNOLDS ROAD","SAUSALITO","CA","94965","(415) 339-3982","HEATHER POSNER, PPM","PENINSULA CHILD CARE (05)","(650) 266-8843"
"013412710","0030","Licensed","BAY AREA KINDER STUBE","842 KEY ROUTE BOULEVARD","ALBANY","CA","94706","(510) 525-3105","UTE DAWE","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"406207696","0028","Licensed","BAY OSOS MONTESSORI SCHOOL","1269 3RD STREET","LOS OSOS","CA","93402","(805) 528-8112","ANNE HODGES","CENTRAL COAST-CHILD (17)","(805) 562-0400"
"376600895","0051","Licensed","BAY PARK EARLY LEARNING CENTER","1955 CHICAGO STREET","SAN DIEGO","CA","92110","(619) 275-2241","GAIL FILKINS","MISSION VALLEY (20)","(619) 767-2200"
"376700881","0012","Licensed","BAY PARK EARLY LEARNING CENTER","1969 CHICAGO STREET","SAN DIEGO","CA","92110","(619) 275-2241","FILKINS, GAIL","MISSION VALLEY (20)","(619) 767-2200"
"376700218","0048","Licensed","BAY POINT STATE PRESCHOOL","2850 WASP WAY","SAN DIEGO","CA","92106","(619) 221-2936","CONDRA, JOSEPHINE","MISSION VALLEY (20)","(619) 767-2200"
"444404910","0022","Licensed","BAYMONTE CHRISTIAN PRESCHOOL TOO","4901 SCOTTS VALLEY DRIVE","SCOTTS VALLEY","CA","95066","(831) 440-9248","TERESA ESPARZA","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"440700053","0044","Licensed","BAYMONTE CHRISTIAN SCHOOLS PRESCHOOL","5000 B GRANITE CREEK ROAD","SCOTTS VALLEY","CA","95066","(831) 438-5657","BAER, PAT & PATTERSON,LISA","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"191600963","0017","Licensed","BAYSHORE NURSERY SCHOOL, INC","5431 OCEAN BLVD","LONG BEACH","CA","90803","(562) 570-1715","CORINNA GIST","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"444412160","0021","Licensed","BAYSIDE BAPTIST CHRISTIAN PRESCHOOL","1335 SEABRIGHT AVENUE","SANTA CRUZ","CA","95062","(831) 423-4015","LAVETA LIPSCOMB","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"010206014","0024","Licensed","BAYSIDE MONTESSORI ASSOCIATION","1523 WILLOW ST.","ALAMEDA","CA","94501","(510) 865-6255","MCRAE, DONNA","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"073405638","0070","Licensed","BAYSIDE MONTESSORI CHILDREN'S CENTER","127 MIDHILL RD.","MARTINEZ","CA","94553","(925) 228-0116","MEER, NASEEM","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"372005214","0084","Licensed","BAYVIEW CHILDREN'S CENTER","2485 FELSPAR","SAN DIEGO","CA","92109","(858) 273-3933","DAYNA FREEMAN","MISSION VALLEY (20)","(619) 767-2200"
"406214243","0030","Licensed","BAYWOOD ELEMENTARY SCHOOL-PRESCHOOL","1330 9TH ST.","LOS OSO","CA","93402","(805) 534-2856","JENNIFER DINIELLI","CENTRAL COAST-CHILD (17)","(805) 562-0400"
"153808411","0024","Licensed","BCSD/EVERGREEN ELEMENTARY PRE-KINDERGARTEN","2600 ROSE MARIE DRIVE","BAKERSFIELD","CA","93304","(661) 631-5930","JOHNSON, BRANDON","FRESNO-CC (04)","(559) 243-4588"
"153808795","0024","Licensed","BCSD/RAFER JOHNSON PRE-KINDERGARTEN","1100 9TH STREET","BAKERSFIELD","CA","93304","(661) 631-4936","CAMPS, STORIANN","FRESNO-CC (04)","(559) 243-4588"
"153808412","0024","Licensed","BCSD/ROOSEVELT ELEMENTARY PRE-KINDERGARTEN","2324 VERDE STREET","BAKERSFIELD","CA","93304","(661) 631-4924","MARIA DELROSARIO ALLDREDGE","FRESNO-CC (04)","(559) 243-4588"
"197418909","0109","Licensed","BEACH BABIES #4 PRESCHOOL","2270 E. EL SEGUNDO BLVD.","EL SEGUNDO","CA","90245","(310) 322-8900","BEACH BABIES","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197402520","0029","Licensed","BEACH BABIES CHILDREN'S CENTER","540 ROSECRANS AVENUE","MANHATTAN BEACH","CA","90266","(310) 546-4622","NICOLE HILL","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197415650","0105","Licensed","BEACH BABIES, LLC","2161 EAST GRAND AVENUE","EL SEGUNDO","CA","90245","(310) 322-8900","DENISE TYNER","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197407903","0153","Licensed","BEACH BABIES, LLC","1765/1775 ARTESIA BLVD.","MANHATTAN BEACH","CA","90266","(310) 376-9533","LAURIE MARSDEN","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197411827","0180","Licensed","BEACH CITIES CHILD DEVELOPMENT CENTER","850 INGLEWOOD AVENUE","REDONDO BEACH","CA","90278","(310) 370-4966","JANET ROBBINS","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197418112","0123","Licensed","BEACH CITIES CHILD DEVELOPMENT CENTER","514 NORTH PROSPECT AVENUE","REDONDO BEACH","CA","90277","(310) 370-4966","HAJI, ZOHRA","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197418569","0030","Licensed","BEACHMOMS CHILD DEVELOPMENT CENTER","1720 BROADWAY AVENUE","SANTA MONICA","CA","90403","(310) 557-6220","CLINE, GALE","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197418409","0023","Licensed","BEACHY AVENUE ELEMENTARY SCHOOL CSPP","9757 BEACHY AVENUE ROOM 5","ARLETA","CA","91331","(818) 899-0241","BLUESTEIN, STEPHEN","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"010210724","0048","Licensed","BEACON DAY SCHOOL","2101 LIVINGSTON STREET","OAKLAND","CA","94606","(510) 436-4466","LEBERT, HELEN","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"343613095","0030","Licensed","BEANSTALK -REGENCY PARK PRESCHOOL","5901 BRIDGECROSS DRIVE","SACRAMENTO","CA","95835","(916) 344-6259","MCPHERSON, TIFFANY","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"343608870","0030","Licensed","BEANSTALK-CREST DRIVE PRESCHOOL","4700 CREST DR.","SACRAMENTO","CA","95834","(916) 419-8331","HERNANDEZ, JENNLLE","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"343614093","0024","Licensed","BEANSTALK-ORCHARD PRESCHOOL","1040 Q STREET","RIO LINDA","CA","95673","(916) 344-6259","MARIE GOUTHIER","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"343608368","0030","Licensed","BEANSTALK-RIDGEPOINT STATE PRESCHOOL","4680 MONUMENT DR.","SACRAMENTO","CA","95842","(916) 332-9908","SMITH, ERIKA","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"240404967","0075","Licensed","BEAR COUNTRY PRE-SCHOOL & DAY CARE","2115 WARDROBE AVENUE","MERCED","CA","95340","(209) 722-2327","WOLF, REGINA R.","FRESNO-CC (04)","(559) 243-4588"
"343605816","0024","Licensed","BEAR FLAG CHILDREN'S CENTER","6620 GLORIA DRIVE","SACRAMENTO","CA","95831","(916) 433-2747","MARTINEZ, ARLYNE","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"364817633","0024","Licensed","BEAR VALLEY COMMUNITY NURSERY SCHOOL","800 GREENSPOT DR.","BIG BEAR CITY","CA","92314","(909) 585-2444","STALCUP, CHARLENE","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"293601742","0083","Licensed","BEARCAT PRESCHOOL","10879 BARTLETT DRIVE","GRASS VALLEY","CA","95945","(530) 273-6831","GOLDIE, KATHY","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"343600723","0035","Licensed","BEARS LEARNING CENTER, THE","2344 HURLEY AVE","SACRAMENTO","CA","95825","(916) 925-2356","CHAVEZ, CARMELITA","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"393611183","0024","Licensed","BECKMAN STATE PRESCHOOL","2201 SCARBOROUGH DRIVE","LODI","CA","95240","(209) 331-7255","COSTAMAGNA, FLORENCE","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"093617568","0015","Licensed","BEELOVED FARM PLAYSCHOOL CHILDREN'S CENTER","2947 PONDEROSA ROAD","SHINGLE SPRINGS","CA","95682","(530) 306-8739","CLAUDIA JACHENS","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"192006247","0030","Licensed","BEGINNING MONTESSORI ACADEMY, THE","3970 MAINE AVENUE","BALDWIN PARK","CA","91706","(626) 966-3409","MARYAM SAEIDY","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"197417644","0108","Licensed","BEGINNING MONTESSORI CHILDREN'S HOUSE, THE","7475 FALLBROOK AVENUE","WEST HILLS","CA","91307","(818) 992-5341","IPALAWATTE","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"121305610","0024","Licensed","BEGINNINGS","CEMETERY ROAD","BRICELAND","CA","95560","(707) 923-3617","PALLAZZO, MICHELE","CHICO-DAY CARE (13)","(530) 895-5033"
"070200266","0048","Licensed","BEGINNINGS & BEYOND MONTESSORI CHRISTIAN PRESCHOOL","1965 COLFAX STREET","CONCORD","CA","94520","(925) 676-6244","ROBIN STEARNS","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"304270843","0095","Licensed","BEL AIR CHRISTIAN SCHOOL","1241 S. BROOKHURST","ANAHEIM","CA","92804","(714) 635-3924","ACOSTA, KAREN","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"197418297","0096","Licensed","BEL AIR PRESBYTERIAN CHURCH PRESCHOOL","16221 MULHOLLAND DRIVE","LOS ANGELES","CA","90049","(818) 990-6071","GRACE CHU","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"191593078","0028","Licensed","BELAIRE LITTLE PEOPLE SCHOOL","816 W SERVICE","WEST COVINA","CA","91790","(626) 960-2522","LILIA ESTRADA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198009647","0042","Licensed","BELL GARDEN'S PRESCHOOL ACADEMY","6430 COLMAR ST.","BELL GARDENS","CA","90201","(323) 562-1800","MARIO MUNIZ","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"191598108","0042","Licensed","BELL GARDENS ELEMENTARY SCHOOL","5620 QUINN STREET","BELL GARDENS","CA","90201","(562) 927-1223","DEBORAH SUAREZ","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198013977","0075","Licensed","BELL TOWER SCHOOL","3116 W. MAIN STREET","ALHAMBRA","CA","91801","(626) 943-9970","CRISTINA SPIK","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"343610782","0035","Licensed","BELL'S CHILD DEVELOPMENT CENTER","4390 47TH AVE.","SACRAMENTO","CA","95824","(916) 271-1167","JOYCE JACKSON","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"310308261","0036","Licensed","BELL'S PRESCHOOL AND CHILD CARE CENTER","10810 ATWOOD RD","AUBURN","CA","95603","(530) 823-9860","BELL, LORRAINE","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"198015322","0040","Licensed","BELLA VISTA","2410 FINDLAY AVENUE","MONTEREY PARK","CA","91754","(323) 887-7900","MARGARET LOZANO-BRAVO","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"390310512","0096","Licensed","BELLA VISTA CHRISTIAN ACADEMY","1635 CHESTER DRIVE","TRACY","CA","95376","(209) 835-8803","GAITAN, BONNADETTE","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"455405101","0044","Licensed","BELLA VISTA STATE PRESCHOOL","22661 OLD ALTURAS ROAD","BELLA VISTA","CA","96008","(530) 549-4412","STREET, BARBARA","CHICO-DAY CARE (13)","(530) 895-5033"
"414001022","0072","Licensed","BELLE-AIR PRE-SCHOOL","450 3RD AVENUE","SAN BRUNO","CA","94066","(650) 624-3155","PAUAHI MCGINN","PENINSULA CHILD CARE (05)","(650) 266-8843"
"550318064","0024","Licensed","BELLEVIEW SCHOOL","22736 KUIEN MILL RD","SONORA","CA","95370","(209) 586-5510","WILEY, NORMAN","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
