ServiceApprovalNumber,Provider Approval Number,Type of Care,ServiceName,ProviderLegalName,ServiceAddress,Suburb,State,Postcode,Phone,Fax,Email Address,Conditions on Approval,NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,Website,Age Range,Fees,Opening Hours,Food Provided,Disposable Nappies,Cloth Nappies,Air conditioning,Bus service,Online waitlist,Waitlist Fee,Waitlist refundable,Online enrollment,Security Access,Additional Activities Included,Excursions,Guest Speakers,Outdoor Play Area,Amount of Land,Real Grass,Technology,Sibling Priority,Vacancies,Languages,Vaccinations Compulsory
SE-00000678,PR-00007773,"""Long Day Care, Outside Hours Care*""",Crows Nest Childrens Centre,Crows Nest And District Children's Centre And Kindergarten Association Inc. ,Lalor Street  ,CROWS NEST,QLD,4355,07 4698 1543,07 4698 1769,childrenscentre@bigpond.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,75,3/2/15,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,,"""ages 6 weeks to 5 years""","""6 weeks - 5 years: $58.00, BSC: $22.50, ASC: $22.50, VC: $58.00""",7.30am - 6.00pm,,,,,,,,,,,,,,,,,,,,,
SE-00000708,PR-00000354,Long Day Care,Kate's Place Early Education and Child Care Centre - Pittsworth,Kate's Place Day Care Centre Pty Ltd,14 Evans Street  ,PITTSWORTH,QLD,4356,07 46 932 000,46932209,linda@katesplace.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,64,3/27/15,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,http://www.katesplace.com.au/home/,"""ages 6 weeks to 5 years""",,6.30am - 6.30pm,T,T,,,,,,,,,,,,,,,,,,,
SE-00001448,PR-00000350,Short Day Care,Pittsworth Kindergarten,Pittsworth Kindergarten Association Incorporated,43 Short Street  ,PITTSWORTH,QLD,4356,07 4693 1027,4693 1022,pittsworthkindy@bigpond.com,,24,6/7/14,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,http://www.candk.asn.au/pittsworth,"""ages 3.5 to 4.5 years""","""3.5 years - 4.5 years: $23.20""",8.30am - 3.00pm,F,,,,,F,,,F,,,,,,,,,,,,
SE-00001419,PR-00008029,Short Day Care,C&K Millmerran Community Kindergarten,The Creche and Kindergarten Association Limited,39 Margaret Street  ,MILLMERRAN,QLD,4357,07 4695 1764,4695 1764,millmerran@candk.asn.au,,25,8/18/14,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,http://www.candk.asn.au/millmerran,"""ages 3.5 to 4.5 years""","""3.5 years - 4.5 years: $29.12""",8.30am - 2.45pm,F,,,,,T,F,,,,,,,,,,,,,,
SE-00001799,PR-00000718,"""Long Day Care, Outside Hours Care""",Little Tackers Childcare Centre - Millmerran,Bottle Tree Investments Pty Ltd,1 Stanley Street  ,MILLMERRAN,QLD,4357,07 4695 2999,07 4695 1777,millmerran@littletackerschildcare.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. It is a condition of this service approval that the nursery room can only cater for children from birth to 15 months. This service is approved to provide a rest period from 12:30pm to 2:30pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,86,4/30/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.littletackerschildcare.com.au/,"""ages 6 weeks to 5 years""","""6 weeks - 24 months: $72.00, $25 months - 35 months: $70.00, 36 months - 4 years: $69.00, 5 years - 6 years: $59.00, BSC: $22.00, ASC: $26.00""",6.00am - 6.00pm,,,,,,F,,,F,,,,,,,,,,,,
SE-00001539,PR-00000573,Short Day Care,Cambooya Community Kindergarten,Cambooya Community Kindergarten Association Inc,19 Gore Street  ,CAMBOOYA,QLD,4358,07 4696 1611,,office@cambooyakindy.com.au,,20,5/28/15,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Exceeding NQS,Working Towards NQS,http://www.candk.asn.au/cambooya,"""ages 3.5 to 4.5 years""","""3.5 years - 4.5 years: $24.60""",8.45am - 2.45pm,F,,,,,F,,,F,,,,,,,,,,,,
SE-00000722,PR-00000112,"""Long Day Care, Outside Hours Care*""",Treasure Island,Treasure Island - Clifton Community Child Care Assoc Inc.,26 Tooth Street  ,CLIFTON,QLD,4361,07 4697 3000,4697 3337,treasure@bigpond.net.au, This service is approved to provide a rest period from 12:30pm to 2:30pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,51,11/17/13,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,https://www.facebook.com/pages/Treasure-Island-Child-Care-Centre/125535887494903,"""ages 6 weeks to 12 years""","""6 weeks - 24 months: $70.00, 24 months - 4 years: $65.00""",7.00am - 6.00pm,T,,,,,F,,,F,,,,,,,,,,,,
SE-00001256,PR-00008029,Short Day Care,C&K Allora Community Kindergarten,The Creche and Kindergarten Association Limited,7 Gordon St  ,ALLORA,QLD,4362,07 4666 3420,07 4666 3420,allora@candk.asn.au,,20,10/3/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.candk.asn.au/allora,"""ages 3.5 to 4.5 years""","""3.5 years - 4.5 years: $27.04""",9.00am - 2.30pm,F,,,,,F,,,F,,,,,,,,,,,,
SE-00001915,PR-00000056,"""Long Day Care, Outside Hours Care*""",Headstart Allora,Headstart Child Care Centre (Warwick) Pty Ltd,29 Forde Street  ,ALLORA,QLD,4362,07 466 62299,4667 0626,info@headstart.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,40,4/18/13,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,http://www.headstart.com.au/allora.htm,"""ages 6 weeks to 12 years""",,6.30am - 6.30pm,,,,,,,,,,,,,,,,,,,,,
SE-00001711,PR-00000605,Long Day Care,A Country Garden Early Childhood Centre - Warwick,Virtusopus Pty Ltd,58 Guy Street  ,WARWICK,QLD,4370,07 4661 5444,,warwick@acountrygarden.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:30pm to 2:30pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,105,6/19/14,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,http://www.acountrygarden.com.au/,"""ages 6 weeks to 5 years""","""6 weeks - 5 years: $70.00""",6.00am - 6.00pm,T,T,,,,F,,,F,,,,,,,,,,,,
SE-00014020,PR-00008029,Short Day Care,C&K Glennie Heights Community Kindergarten,The Creche and Kindergarten Association Limited,10 Elizabeth Street   ,WARWICK,QLD,4370,07 4667 1504,07 4667 1525,glennieheights@candk.asn.au,,24,7/21/16,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.candk.asn.au/glennieheights,"""ages 3.5 to 4.5 years""","""3.5 years - 4.5 years: $29.12""",8.45am - 2.45pm,F,,,,,T,F,,,,,,,,,,,,,,
SE-00001677,PR-00001129,Long Day Care,Goodstart Early Learning Warwick - Percy Street,Goodstart Early Learning Ltd,105 Percy Street  ,WARWICK,QLD,4370,4661 9966,4667 0626,gec@goodstart.org.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,57,12/22/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.goodstart.org.au/centres/warwick-percy-street/overview,"""ages 6 weeks to 6 years""","""6 weeks - 6 years: $74.40""",6.30am - 6.30pm,T,T,,,,F,,,F,,,,,,,,,,,,
SE-00000257,PR-00001129,Long Day Care,Goodstart Early Learning Warwick - Wood Street,Goodstart Early Learning Ltd,148 Wood Street  ,WARWICK,QLD,4370,07 4661 7093,,hed@goodstart.org.au, This service is approved to provide education and care to children from children from 15 months up to and including school children This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age. This ratio applies for children from 15 months of age in place of regulation 123 (1) (a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,74,12/22/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.goodstart.org.au/centres/warwick-wood-street/overview,"""ages 6 weeks to 6 years""","""6 weeks - 6 years: $73.10""",6.30am - 6.30pm,T,T,,,,F,,,F,,,,,,,,,,,,
SE-00001247,PR-00000056,Out of Hours Care*,Kids Zone Outside School Hours Care,Headstart Child Care Centre (Warwick) Pty Ltd,50B Guy Street  ,WARWICK,QLD,4370,07 4667 0797,07 4667 0626,leahheadstart@hotmail.com,,90,12/7/12,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,,,,,,,,,,,,,,,,,,,,,,,,,
SE-00000256,PR-00000718,"""Long Day Care, Out of Hours Care""",Little Tackers Childcare Centre,Bottle Tree Investments Pty Ltd,1 Yangan Road  ,WARWICK,QLD,4370,07 4661 7016, 07 4667 0924,warwick@littletackerschildcare.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,12/1/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.littletackerschildcare.com.au/,"""ages 6 weeks to 12 years""","""6 weeks - 24 months $79.00, 25 months - 6 years: $78.00, BSC: $25.50, ASC: 26.00""",6.00am - 6.00pm,,,,,,F,,,F,,,,,,,,,,,,
SE-40001543,PR-00000659,,PCYC Toowoomba- Warwick East School Age Care,Queensland Police-Citizens Youth Welfare Association ,6 Fitzroy St  ,WARWICK,QLD,4370,746328316,746322674,karina.seeto@pcyc.org.au,,30,1/29/18,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,,,,,,,,,,,,,,,,,,,,,,,,,
SE-40000774,PR-00000702,Short Day Care,St Mary's Kindergarten Warwick,The Corporation of the Trustees of the Roman Catholic Archdiocese of Brisbane Operating Through Centacare Child Care Services ,St Mary's Primary School  Palmerin St,WARWICK,QLD,4370,418538667,,warwickkindy@bne.centacare.net.au,,22,4/27/17,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,http://smwarwick.catholic.edu.au/documents/kindergarten.html,"""ages 3 years to 5 years""",,,,,,,,,,,,,,,,,,,,,,,
SE-00000836,PR-00000526,Family Day Care,Warwick and District Family Day Care,Family Day Care Association Queensland Inc,8 Palmerin Street  ,WARWICK,QLD,4370,07 4661 1336,07 4661 4915,brisbanefdc@fdcaq.com.au, The service is approved to provide education and care to children from birth to school age including school age children.,0,6/21/15,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,https://www.facebook.com/wdfdc,"""ages 6 weeks to 12 years""","""6 weeks - 12 years: $6.80-8.00 per hour*""",12.00am - 11.59pm,F,,,,,F,,,F,,,,,,,,,,,,
SE-00001501,PR-00000422,Short Day Care,Warwick Community Kindergarten,Warwick Community Kindergarten Association Inc,54 Dragon Street  ,WARWICK,QLD,4370,07 4661 2138,4661 2138,wckindy@bigpond.com,,48,4/4/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,,"""ages 3.5 years to 4.5 years""","""3.5 years - 4.5 years: $20.00""",,,,,,,,,,,,,,,,,,,,,,
SE-00001570,PR-00000690,Long Day Care,Little Rascals Child Care Centre,McMahon Family Pty Ltd,8 Acacia Street  ,KILLARNEY,QLD,4373,46641800,46641855,rascalsk@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide education and care to children from children from 15 months up to and including school children,29,5/22/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,,,,6.30am - 6.00pm,,,,,,,,,,,,,,,,,,,,,
SE-00001475,PR-00008029,Short Day Care,C&K Stanthorpe Community  Kindergarten,The Creche and Kindergarten Association Limited,37 Creek Street  ,STANTHORPE,QLD,4380,07 4681 1074,07 4681 3596,stanthorpe@candk.asn.au,,23,11/29/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.candk.asn.au/stanthorpe,"""ages 4 years to 5 years""","""4 years - 5 years: $27.04""",9.00am - 3.30pm,F,,,,,T,F,,F,,,,,,,,,,,,
SE-00001901,PR-00001141,Long Day Care,Country Kids Early Learning Centre Stanthorpe,Stanthorpe Childcare Pty Ltd ATF B&M Westerhout Family Trust,Cnr Lock and Davadi Streets  ,STANTHORPE,QLD,4380,07 46811600,07 46811333,info@countrykidsstanthorpe.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,9/9/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.countrykidsstanthorpe.com.au/,"""ages 6 weeks to 6 years""","""6 weeks - 36 months: $73.00, 3 years - 6 years: $72.00""",6.30am - 6.30pm,T,T,,,,,,,,,,,,,,,,,,,
SE-00000679,PR-00001141,"""Long Day Care, Out of Hours Care""",Rainbow Kids Stanthorpe,Stanthorpe Childcare Pty Ltd ATF B&M Westerhout Family Trust,33 Short Street  ,STANTHORPE,QLD,4380,07 4681 1944,4681 1637,info@countrykidsstanthorpe.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,61,6/28/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.rainbowkidsstanthorpe.com.au/,"""ages 6 weeks to 12 years""","""6 weeks - 24 months: $69.00, 24 months - 36 months: $68.00, 36 months - 6 years: $69.00""",7.00am - 5.30pm,T,T,,,T,,,,,,,,,,,,,,,,
SE-00002148,PR-00000867,,Stanthorpe Cool Kids,Common Joe Investments Pty Ltd,29 Marsh Street  ,STANTHORPE,QLD,4380,07 4681 4648,4683 6150,shanenmelissa@bigpond.com,,40,11/14/13,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,,,,,,,,,,,,,,,,,,,,,,,,,
SE-00000847,PR-00000558,,Stanthorpe Family Day Care,Community Development Services Inc,8 Corundum Street  ,STANTHORPE,QLD,4380,07 4681 2670,46813515,stanthorpefamily@aapt.net.au,,0,7/5/14,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,,,,,,,,,,,,,,,,,,,,,,,,,
SE-00000881,PR-00000473,,Stanthorpe YMCA Outside School Hours Care,Stanthorpe YMCA,Stanthorpe YMCA   8 Corundum Street,STANTHORPE,QLD,4380,0746 812 411,0746 814 552,stanthorpeymca@bigpond.com, This service may provide education and care after school and during school holidays only.,30,11/7/13,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,,,,,,,,,,,,,,,,,,,,,,,,,
SE-00002064,PR-00000867,,Free Range Kids - Wallangarra,Common Joe Investments Pty Ltd,63 Barawell Street  ,WALLANGARRA,QLD,4383,07 4684 3685,07 4684 3222,frkgarra@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. The service operating hours on Monday to Friday during Australian Eastern Daylight Time (AEDT) is  6:00am to 5:30pm. The service operating hours on Monday to Friday during Australian Eastern Standard Time (AEST) is 6:15am to 5:45pm. This service is approved to provide a rest period from 12.00pm to 2.00pm (Australian Eastern Standard Time) on Monday to Friday (or 11:15am to 1:15pm on Monday to Friday during Daylight saving). This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,65,10/9/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,,,,,,,,,,,,,,,,,,,,,,,,,
SE-00001486,PR-00000451,,Texas and District Kindergarten,Texas & District Kindergarten Association Inc,1 Wilson St  ,TEXAS,QLD,4385,07 4653 1247,,kidsone@bigpond.com, This service is approved to operate for 20 hours or less a week.,20,6/11/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,,,,,,,,,,,,,,,,,,,,,,,,,
